TCP | 03/29/1999 08:16:13 | 172.16.114.168:2000 | 196.37.75.158:25 | Normal
TCP | 03/29/1999 08:59:10 | 172.16.116.194:2740 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 08:46:12 | 172.16.112.149:12442 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 08:43:23 | 172.16.116.44:10304 | 209.185.250.103:80 | Normal
TCP | 03/29/1999 09:06:56 | 172.16.112.149:28018 | 194.27.251.21:25 | Normal
TCP | 03/29/1999 08:54:03 | 172.16.112.149:20637 | 209.84.4.41:80 | Normal
TCP | 03/29/1999 08:48:55 | 172.16.117.111:15459 | 207.25.71.62:80 | Normal
TCP | 03/29/1999 08:03:14 | 196.37.75.158:1202 | 172.16.113.105:25 | Normal
TCP | 03/29/1999 08:46:13 | 172.16.112.149:12550 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 09:06:50 | 172.16.112.149:27724 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:38:49 | 172.16.117.52:5285 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 09:05:30 | 172.16.112.149:23563 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:59 | 172.16.116.44:21623 | 134.177.3.35:80 | Normal
TCP | 03/29/1999 09:06:22 | 172.16.116.44:26733 | 204.146.18.33:80 | Normal
TCP | 03/29/1999 09:04:24 | 172.16.112.149:19502 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:40:41 | 172.16.113.105:8236 | 197.218.177.69:25 | Normal
TCP | 03/29/1999 08:58:55 | 172.16.112.149:1171 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:06 | 172.16.112.149:9721 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:14:15 | 194.7.248.153:2108 | 172.16.114.169:25 | Normal
TCP | 03/29/1999 08:58:40 | 172.16.117.52:31852 | 206.152.10.38:80 | Normal
TCP | 03/29/1999 09:01:56 | 172.16.112.149:12315 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:33 | 172.16.112.149:30997 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:56:03 | 172.16.112.149:24669 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:49 | 172.16.112.149:32677 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:56:57 | 172.16.112.149:26679 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:44 | 172.16.112.149:32096 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:57 | 172.16.112.149:29381 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:52:32 | 172.16.112.149:19248 | 209.84.4.41:80 | Normal
TCP | 03/29/1999 08:55:52 | 172.16.112.149:24602 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:20:15 | 195.115.218.108:2132 | 172.16.114.168:25 | Normal
TCP | 03/29/1999 09:04:35 | 172.16.112.149:20080 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:40:10 | 172.16.117.52:7332 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 08:59:06 | 172.16.112.149:2063 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:49:25 | 172.16.116.194:15712 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 08:57:47 | 172.16.112.149:28960 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:51:03 | 172.16.114.148:16931 | 197.182.91.233:25 | Normal
TCP | 03/29/1999 08:24:41 | 197.182.91.233:2392 | 172.16.112.149:25 | Normal
TCP | 03/29/1999 08:45:36 | 172.16.114.148:12349 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 08:59:19 | 172.16.116.44:4191 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:03:13 | 172.16.113.204:1111 | 135.8.60.182:25 | Normal
TCP | 03/29/1999 09:01:50 | 172.16.112.149:11527 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:19 | 172.16.112.149:19245 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:33 | 172.16.112.149:27247 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:34:27 | 197.218.177.69:2737 | 172.16.112.194:25 | Normal
TCP | 03/29/1999 08:47:16 | 172.16.112.149:13522 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 08:47:10 | 172.16.112.100:3916 | 207.51.18.105:80 | Normal
TCP | 03/29/1999 08:47:14 | 172.16.112.149:13181 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 09:05:31 | 172.16.112.149:23620 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:03 | 172.16.112.149:29779 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:56 | 172.16.112.149:28525 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:00:04 | 172.16.112.149:6168 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:53 | 172.16.117.111:12099 | 199.94.100.2:80 | Normal
TCP | 03/29/1999 09:06:10 | 172.16.116.44:25658 | 132.25.1.25:80 | Normal
TCP | 03/29/1999 08:43:30 | 172.16.114.207:10697 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:59:18 | 172.16.116.44:4160 | 187.187.187.187:80 | Normal
TCP | 03/29/1999 09:03:51 | 172.16.112.149:17715 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:55:15 | 172.16.112.149:22070 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:38:51 | 172.16.117.52:6025 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 08:57:47 | 172.16.112.149:28959 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:24 | 172.16.112.149:16456 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:15 | 172.16.112.149:13429 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 08:47:16 | 172.16.112.149:13721 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 09:05:14 | 172.16.112.149:22585 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:56:19 | 172.16.112.149:25125 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:49:45 | 172.16.116.44:16418 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 08:48:08 | 172.16.117.52:14863 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 08:25:09 | 195.73.151.50:2457 | 172.16.114.207:25 | Normal
TCP | 03/29/1999 08:45:42 | 172.16.117.111:12388 | 207.217.78.131:80 | Normal
TCP | 03/29/1999 08:52:32 | 172.16.112.149:19440 | 209.84.4.41:80 | Normal
TCP | 03/29/1999 09:06:32 | 172.16.112.149:27199 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:02:52 | 172.16.112.149:14458 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:52 | 172.16.116.194:17785 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 08:55:42 | 172.16.112.149:23651 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:40:31 | 172.16.112.149:7719 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:51:15 | 172.16.112.149:17809 | 209.84.4.31:80 | Normal
TCP | 03/29/1999 09:05:20 | 172.16.112.149:22652 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:33 | 172.16.112.149:31254 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:47 | 172.16.112.149:20587 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:58 | 172.16.112.149:21295 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:10 | 172.16.116.194:2674 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 08:51:44 | 172.16.117.52:18460 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 08:59:47 | 172.16.112.149:5205 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:56 | 172.16.116.44:5727 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:35:17 | 172.16.117.111:2677 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 08:37:37 | 172.16.117.52:4209 | 205.181.112.74:80 | Normal
TCP | 03/29/1999 08:55:25 | 172.16.112.149:22624 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:05:20 | 172.16.116.44:22693 | 134.177.3.35:80 | Normal
TCP | 03/29/1999 09:05:03 | 172.16.112.149:21728 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:59:57 | 172.16.112.149:5886 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:55:13 | 196.37.75.158:3333 | 172.16.112.149:25 | Normal
TCP | 03/29/1999 08:56:46 | 172.16.112.149:26236 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:56 | 172.16.117.52:28208 | 151.193.131.161:80 | Normal
TCP | 03/29/1999 08:38:27 | 172.16.117.52:5057 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 08:58:28 | 172.16.116.194:30808 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 09:06:57 | 172.16.112.149:28699 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:02:01 | 172.16.112.149:12346 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:06:26 | 172.16.117.52:27061 | 206.190.45.108:80 | Normal
TCP | 03/29/1999 09:05:46 | 172.16.112.149:24269 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:53:59 | 172.16.112.149:20632 | 209.84.4.41:80 | Normal
TCP | 03/29/1999 08:55:13 | 172.16.116.194:21817 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 09:02:06 | 172.16.112.149:12371 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:25 | 172.16.112.149:28723 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:59:56 | 172.16.116.44:5696 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:42:26 | 172.16.112.149:9057 | 152.163.210.24:80 | Normal
TCP | 03/29/1999 08:40:17 | 172.16.114.148:7585 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 09:01:17 | 172.16.112.149:10292 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:40:48 | 172.16.112.149:8252 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:56:14 | 172.16.112.149:24843 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:19 | 172.16.116.194:18932 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 08:39:18 | 172.16.112.149:6216 | 209.143.231.6:80 | Normal
TCP | 03/29/1999 08:57:03 | 172.16.112.149:26737 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:58 | 172.16.112.149:21555 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:42:18 | 172.16.112.149:8741 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 08:38:44 | 172.16.117.111:5280 | 152.163.210.24:80 | Normal
TCP | 03/29/1999 08:20:27 | 195.73.151.50:2189 | 172.16.112.149:25 | Normal
TCP | 03/29/1999 08:57:30 | 172.16.112.149:28735 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:06:56 | 172.16.114.169:1216 | 194.27.251.21:25 | Normal
TCP | 03/29/1999 08:41:21 | 172.16.112.149:8297 | 156.80.1.10:80 | Normal
TCP | 03/29/1999 09:05:09 | 172.16.112.149:22263 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:46:13 | 172.16.112.149:12477 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 08:48:58 | 172.16.114.207:15526 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 09:03:08 | 172.16.112.149:15620 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:00:21 | 172.16.112.149:8233 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:00:44 | 172.16.112.149:8740 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:16 | 172.16.116.44:27756 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:51:14 | 172.16.112.149:17590 | 209.84.4.31:80 | Normal
TCP | 03/29/1999 08:56:13 | 172.16.112.149:24700 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:41 | 172.16.112.149:20556 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:42:33 | 172.16.116.44:9333 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 08:45:42 | 172.16.117.111:12380 | 207.217.78.131:80 | Normal
TCP | 03/29/1999 08:20:24 | 195.73.151.50:2185 | 172.16.112.207:25 | Normal
TCP | 03/29/1999 08:55:41 | 172.16.116.194:23187 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 09:01:12 | 172.16.112.149:10109 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:40:09 | 172.16.117.52:6742 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 08:57:14 | 172.16.112.149:27316 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:56:47 | 172.16.112.149:26334 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:00:18 | 172.16.116.194:7211 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 09:05:49 | 172.16.116.194:24642 | 205.168.248.10:80 | Normal
TCP | 03/29/1999 09:03:40 | 172.16.112.149:16926 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:30 | 172.16.117.52:28744 | 194.131.104.212:80 | Normal
TCP | 03/29/1999 08:58:02 | 172.16.112.149:29717 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:02:45 | 195.115.218.108:1198 | 172.16.112.149:25 | Normal
TCP | 03/29/1999 09:02:25 | 172.16.112.149:12600 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:48:58 | 172.16.114.207:15467 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 08:49:45 | 172.16.116.44:16423 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 08:56:35 | 172.16.112.149:25842 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:05:36 | 172.16.112.149:23628 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:05:36 | 172.16.112.149:23682 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:02:58 | 172.16.112.149:14928 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:56:03 | 172.16.112.149:24650 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:20 | 172.16.112.149:28010 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:07:50 | 172.16.112.194:1220 | 194.27.251.21:25 | Normal
TCP | 03/29/1999 09:03:13 | 172.16.112.149:15690 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:03 | 172.16.112.149:29722 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:59:41 | 172.16.112.149:5057 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:40:09 | 172.16.117.52:6740 | 205.181.112.67:80 | Normal
TCP | 03/29/1999 08:38:51 | 172.16.117.52:6168 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 09:01:33 | 172.16.112.149:10541 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:43:35 | 172.16.116.44:10930 | 209.185.250.103:80 | Normal
TCP | 03/29/1999 08:53:59 | 172.16.112.149:20627 | 209.84.4.41:80 | Normal
TCP | 03/29/1999 08:47:20 | 172.16.116.44:13916 | 204.71.191.226:80 | Normal
TCP | 03/29/1999 08:35:18 | 172.16.117.111:3130 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 08:59:18 | 172.16.112.149:4162 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:42:33 | 172.16.116.44:9269 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 08:45:39 | 172.16.112.149:12363 | 208.160.10.122:80 | Normal
TCP | 03/29/1999 08:34:16 | 172.16.117.52:2132 | 207.46.150.213:80 | Normal
TCP | 03/29/1999 08:43:39 | 172.16.114.207:10994 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 09:01:45 | 172.16.112.149:11058 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:48:37 | 172.16.115.87:15401 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 08:58:56 | 172.16.112.149:1307 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:09 | 172.16.112.149:30241 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:50:24 | 172.16.116.44:16508 | 199.172.144.23:80 | Normal
TCP | 03/29/1999 08:54:42 | 172.16.117.52:21527 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 09:06:57 | 172.16.112.149:28691 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:15 | 172.16.112.149:13517 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 09:04:13 | 172.16.112.149:18595 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:00:33 | 172.16.112.149:8300 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:42:33 | 172.16.116.44:9274 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 08:55:58 | 172.16.112.149:24627 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:54:42 | 172.16.117.52:21532 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 08:58:15 | 172.16.112.149:30398 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:43:19 | 172.16.112.149:9552 | 208.160.10.122:80 | Normal
TCP | 03/29/1999 09:02:29 | 172.16.116.44:12864 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 09:04:13 | 172.16.112.149:18602 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:43:19 | 172.16.112.149:9467 | 208.160.10.123:80 | Normal
TCP | 03/29/1999 08:55:41 | 172.16.112.149:23404 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:52 | 172.16.112.149:29247 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:55:25 | 172.16.112.149:22635 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:06:03 | 197.182.91.233:1219 | 172.16.114.148:25 | Normal
TCP | 03/29/1999 08:43:35 | 172.16.116.44:10784 | 209.185.250.103:80 | Normal
TCP | 03/29/1999 08:43:19 | 172.16.112.149:9499 | 208.160.10.122:80 | Normal
TCP | 03/29/1999 08:51:54 | 172.16.116.194:18825 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 08:55:58 | 172.16.112.149:24633 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:37 | 172.16.116.194:20513 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 09:02:42 | 172.16.112.149:14383 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:23 | 172.16.117.111:28697 | 199.94.100.2:80 | Normal
TCP | 03/29/1999 09:06:56 | 172.16.117.52:28131 | 151.193.131.161:80 | Normal
TCP | 03/29/1999 08:48:08 | 172.16.117.52:14858 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 09:00:19 | 172.16.116.194:7521 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 09:00:11 | 172.16.112.149:6675 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:41 | 172.16.112.149:28797 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:22 | 172.16.112.149:10336 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:21 | 172.16.112.149:26659 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:01:22 | 194.27.251.21:1024 | 172.16.113.105:25 | Normal
TCP | 03/29/1999 08:54:14 | 172.16.117.111:21054 | 209.215.174.245:80 | Normal
TCP | 03/29/1999 08:43:30 | 172.16.114.207:10563 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:59:35 | 172.16.112.149:4677 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:23 | 172.16.116.44:26779 | 204.146.18.33:80 | Normal
TCP | 03/29/1999 09:03:56 | 172.16.112.149:18207 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:14 | 172.16.112.149:18731 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:41:08 | 172.16.114.148:8276 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 08:40:57 | 172.16.117.52:8267 | 131.84.1.31:80 | Normal
TCP | 03/29/1999 08:58:15 | 172.16.112.149:30305 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:51:09 | 172.16.117.52:17520 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 08:51:44 | 172.16.117.52:18499 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 08:40:31 | 172.16.112.149:8164 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:37:44 | 172.16.117.111:4429 | 198.3.99.120:80 | Normal
TCP | 03/29/1999 08:56:08 | 172.16.112.149:24692 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:03:13 | 172.16.112.149:15622 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:52 | 172.16.116.194:17717 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 09:04:35 | 172.16.112.149:19954 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:38:26 | 172.16.117.52:4738 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 08:40:32 | 172.16.112.149:8224 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:03:57 | 172.16.112.149:18468 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:46:13 | 172.16.115.87:12458 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 08:47:16 | 172.16.112.149:13657 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 08:55:20 | 172.16.112.149:22517 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:38:51 | 172.16.117.52:5836 | 205.181.112.67:80 | Normal
TCP | 03/29/1999 09:04:46 | 172.16.112.149:20573 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:49:25 | 172.16.116.194:15723 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 09:02:52 | 172.16.112.149:14562 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:02:28 | 172.16.116.194:12734 | 207.46.179.15:80 | Normal
TCP | 03/29/1999 08:59:11 | 172.16.116.194:3057 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 08:02:12 | 194.27.251.21:1116 | 172.16.114.148:25 | Normal
TCP | 03/29/1999 08:46:13 | 172.16.115.87:12476 | 199.95.209.99:80 | Normal
TCP | 03/29/1999 08:47:29 | 172.16.116.44:14351 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 09:00:27 | 172.16.112.149:8264 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:24 | 172.16.112.149:4223 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:55:24 | 172.16.112.149:22579 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:02:37 | 172.16.112.149:13879 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:55:05 | 172.16.117.111:21653 | 198.68.244.52:80 | Normal
TCP | 03/29/1999 09:03:03 | 172.16.112.149:14996 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:33 | 172.16.112.149:31314 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:11:38 | 194.7.248.153:2100 | 172.16.112.100:25 | Normal
TCP | 03/29/1999 09:02:19 | 172.16.112.149:12421 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:52 | 172.16.112.149:21121 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:52 | 172.16.112.149:29048 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:05:36 | 172.16.112.149:23746 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:37:38 | 172.16.117.52:4212 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 08:40:10 | 172.16.117.52:7271 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 09:00:08 | 172.16.116.44:6228 | 152.163.210.24:80 | Normal
TCP | 03/29/1999 08:42:40 | 172.16.116.44:9394 | 209.143.199.30:80 | Normal
TCP | 03/29/1999 08:38:50 | 172.16.117.52:5643 | 205.181.112.67:80 | Normal
TCP | 03/29/1999 08:50:31 | 172.16.116.194:16514 | 131.84.1.31:80 | Normal
TCP | 03/29/1999 08:47:55 | 172.16.113.84:14657 | 194.7.248.153:25 | Normal
TCP | 03/29/1999 08:47:20 | 172.16.116.44:13857 | 208.246.240.242:80 | Normal
TCP | 03/29/1999 09:01:22 | 172.16.112.149:10342 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:15 | 172.16.112.149:30367 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:08 | 172.16.112.207:29974 | 195.73.151.50:25 | Normal
TCP | 03/29/1999 08:27:21 | 172.16.114.148:2116 | 196.227.33.189:25 | Normal
TCP | 03/29/1999 08:51:05 | 172.16.116.44:16930 | 207.25.71.189:80 | Normal
TCP | 03/29/1999 09:03:03 | 172.16.112.149:15060 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:40 | 172.16.112.149:16994 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:57 | 172.16.116.44:5756 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:05:09 | 172.16.112.149:22324 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:37:37 | 172.16.117.52:4191 | 205.181.112.67:80 | Normal
TCP | 03/29/1999 08:59:06 | 172.16.112.149:2066 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:47 | 172.16.112.149:28978 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:43:19 | 172.16.112.149:9681 | 208.160.10.122:80 | Normal
TCP | 03/29/1999 08:40:10 | 172.16.112.149:7209 | 208.160.10.122:80 | Normal
TCP | 03/29/1999 09:02:14 | 172.16.112.149:12415 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:21 | 172.16.112.149:26662 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:56 | 172.16.112.149:18300 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:51:44 | 172.16.117.52:18497 | 204.202.129.230:80 | Normal
UDP | 03/29/1999 08:57:34 | 192.168.1.90:32777 | 192.168.1.10:53 | Normal
TCP | 03/29/1999 08:38:41 | 172.16.112.149:5204 | 207.46.176.50:80 | Normal
TCP | 03/29/1999 08:59:19 | 172.16.112.149:4187 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:01:39 | 172.16.112.149:10806 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:02:06 | 172.16.112.149:12379 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:29 | 172.16.116.44:14411 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 08:59:02 | 135.8.60.182:3778 | 172.16.114.168:25 | Normal
TCP | 03/29/1999 08:55:13 | 172.16.116.194:21689 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 08:57:21 | 172.16.116.44:28589 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:05:51 | 194.27.251.21:4124 | 172.16.112.207:25 | Normal
TCP | 03/29/1999 08:43:35 | 172.16.116.44:10866 | 209.185.250.103:80 | Normal
TCP | 03/29/1999 08:48:15 | 172.16.117.111:14930 | 207.25.71.62:80 | Normal
TCP | 03/29/1999 08:43:35 | 172.16.116.44:10864 | 209.185.250.103:80 | Normal
TCP | 03/29/1999 09:01:53 | 172.16.117.111:12101 | 199.94.100.2:80 | Normal
TCP | 03/29/1999 08:55:20 | 172.16.112.149:22571 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:51:03 | 172.16.115.87:16933 | 204.71.177.168:80 | Normal
TCP | 03/29/1999 09:06:15 | 172.16.117.52:26105 | 204.151.33.3:80 | Normal
