TCP | 03/29/1999 08:56:13 | 172.16.112.149:24699 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:50:23 | 172.16.116.44:16500 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 08:59:20 | 172.16.116.44:4202 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:34:49 | 197.218.177.69:6202 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 12:17:01 | 172.16.114.148:12324 | 135.8.60.182:25 | Normal
TCP | 03/29/1999 12:48:03 | 197.218.177.69:26706 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 08:27:13 | 135.8.60.182:2592 | 172.16.112.50:23 | Normal
TCP | 03/29/1999 09:10:48 | 172.16.112.149:7941 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:11:12 | 172.16.112.149:8935 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:06:43 | 172.16.112.149:27374 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:08:09 | 172.16.112.149:30850 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:23:24 | 172.16.112.149:12165 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:14:11 | 172.16.117.111:17523 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 08:42:08 | 172.16.112.149:8549 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 09:06:22 | 172.16.116.44:26398 | 204.146.18.33:80 | Normal
TCP | 03/29/1999 08:59:11 | 172.16.116.194:2805 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 09:20:13 | 172.16.112.149:4037 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:05:41 | 172.16.112.149:23882 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:40:31 | 172.16.112.149:7911 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:00:04 | 172.16.112.149:6208 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:06 | 172.16.112.149:9791 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:41:35 | 195.115.218.108:12417 | 172.16.114.148:25 | Normal
TCP | 03/29/1999 12:49:52 | 194.7.248.153:27080 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 08:38:26 | 172.16.117.52:4866 | 205.181.112.74:80 | Normal
TCP | 03/29/1999 08:47:30 | 196.227.33.189:3201 | 172.16.112.149:25 | Normal
TCP | 03/29/1999 09:20:40 | 172.16.112.149:5226 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:21:02 | 172.16.112.149:6505 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:56:35 | 172.16.112.149:25907 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:38:50 | 172.16.117.52:5305 | 205.181.112.67:80 | Normal
TCP | 03/29/1999 09:01:33 | 172.16.112.149:10612 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:15 | 172.16.117.52:26041 | 204.151.33.3:80 | Normal
TCP | 03/29/1999 09:11:29 | 172.16.112.149:10004 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:14:04 | 172.16.117.111:16927 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 09:16:53 | 172.16.114.207:24666 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 09:21:54 | 172.16.112.149:8402 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:23:41 | 172.16.112.149:12548 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:24:02 | 172.16.112.149:13404 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:41:56 | 172.16.112.149:19588 | 196.37.75.158:25 | Normal
TCP | 03/29/1999 09:20:24 | 172.16.112.149:4320 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:53 | 172.16.116.194:18012 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 09:09:01 | 172.16.112.149:3116 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:43:42 | 172.16.114.207:11333 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 10:03:02 | 172.16.113.84:21532 | 194.27.251.21:25 | Normal
TCP | 03/29/1999 09:15:13 | 172.16.112.149:20509 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:43 | 172.16.112.149:27438 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:42:26 | 172.16.112.149:8866 | 152.163.210.24:80 | Normal
TCP | 03/29/1999 09:09:34 | 172.16.112.149:4184 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:51:54 | 172.16.116.194:18689 | 199.95.74.97:80 | Normal
TCP | 03/29/1999 08:55:52 | 172.16.112.149:24357 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:56:14 | 172.16.112.149:24850 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:39 | 172.16.117.52:31785 | 206.152.10.38:80 | Normal
TCP | 03/29/1999 09:19:20 | 172.16.112.50:32852 | 208.221.32.46:80 | Normal
TCP | 03/29/1999 09:23:18 | 172.16.112.149:11832 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:48:22 | 172.16.116.44:15186 | 207.25.71.5:80 | Normal
TCP | 03/29/1999 09:24:35 | 172.16.112.149:15974 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:28 | 172.16.114.148:4250 | 207.25.71.5:80 | Normal
TCP | 03/29/1999 09:17:26 | 172.16.112.149:26641 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:09:01 | 172.16.112.149:2740 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:40:48 | 172.16.112.149:8258 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:46:13 | 172.16.112.149:12612 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 08:38:43 | 172.16.117.111:5210 | 205.188.146.109:80 | Normal
TCP | 03/29/1999 08:59:30 | 172.16.112.149:4409 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:08:42 | 172.16.117.52:2072 | 199.95.73.149:80 | Normal
TCP | 03/29/1999 09:17:22 | 197.218.177.69:4204 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 08:10:41 | 172.16.112.194:1241 | 135.8.60.182:25 | Normal
TCP | 03/29/1999 08:59:41 | 172.16.112.149:5140 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:55:35 | 172.16.112.149:23103 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:15:35 | 172.16.112.149:20742 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 12:46:09 | 196.227.33.189:26637 | 172.16.112.100:25 | Normal
TCP | 03/29/1999 08:57:20 | 172.16.112.149:28008 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:51:54 | 172.16.116.194:18761 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 09:10:43 | 172.16.112.149:7434 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:20:50 | 172.16.112.149:6006 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:01:01 | 195.115.218.108:4104 | 172.16.112.100:25 | Normal
TCP | 03/29/1999 08:48:22 | 172.16.112.149:15263 | 165.1.76.100:80 | Normal
TCP | 03/29/1999 08:38:27 | 172.16.117.52:4930 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 08:03:58 | 172.16.114.148:1174 | 197.218.177.69:25 | Normal
TCP | 03/29/1999 08:47:29 | 172.16.116.44:14400 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 10:31:38 | 195.73.151.50:12364 | 172.16.112.100:25 | Normal
TCP | 03/29/1999 09:18:26 | 172.16.112.149:29061 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:18:50 | 172.16.114.207:30811 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 09:00:22 | 172.16.112.149:8254 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:40 | 172.16.112.149:31843 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:18 | 172.16.112.149:18805 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:24:25 | 172.16.113.204:2113 | 195.73.151.50:25 | Normal
TCP | 03/29/1999 09:02:52 | 172.16.112.149:14460 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:54:14 | 172.16.117.111:20856 | 209.215.174.245:80 | Normal
TCP | 03/29/1999 08:56:47 | 172.16.112.149:26493 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:51:18 | 196.37.75.158:18550 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 09:00:09 | 172.16.116.44:6411 | 205.188.146.109:80 | Normal
TCP | 03/29/1999 09:23:51 | 172.16.112.149:12932 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 12:05:38 | 196.37.75.158:21055 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 09:10:54 | 172.16.112.149:8266 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:02:31 | 172.16.112.149:13368 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:09:56 | 172.16.113.84:31375 | 194.27.251.21:25 | Normal
TCP | 03/29/1999 09:00:19 | 172.16.116.194:7783 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 09:19:19 | 172.16.112.149:31955 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:11:27 | 172.16.116.44:9751 | 206.62.132.69:80 | Normal
TCP | 03/29/1999 09:24:41 | 172.16.112.149:16432 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:00:44 | 172.16.112.149:8800 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:48:25 | 195.73.151.50:18490 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 08:55:19 | 172.16.112.149:22135 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:11:23 | 172.16.112.149:9298 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:13:03 | 172.16.112.149:14174 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:51:44 | 172.16.117.52:18461 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 09:10:43 | 172.16.112.149:7362 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:05:30 | 197.218.177.69:9082 | 172.16.112.100:25 | Normal
TCP | 03/29/1999 09:03:52 | 172.16.116.194:17985 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 08:02:22 | 197.218.177.69:1170 | 172.16.113.105:25 | Normal
TCP | 03/29/1999 09:07:21 | 172.16.116.44:28963 | 208.240.76.6:80 | Normal
TCP | 03/29/1999 09:09:39 | 172.16.117.52:4205 | 199.95.73.149:80 | Normal
TCP | 03/29/1999 09:18:48 | 172.16.112.149:30481 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:02:36 | 172.16.112.149:13492 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:44 | 172.16.112.149:27533 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:12:28 | 172.16.113.84:12383 | 196.227.33.189:25 | Normal
TCP | 03/29/1999 08:43:43 | 172.16.114.207:11525 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:00:27 | 172.16.112.149:8257 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:08 | 172.16.112.149:18545 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:18 | 172.16.112.149:3908 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:11:23 | 172.16.117.111:9384 | 205.158.50.71:80 | Normal
TCP | 03/29/1999 09:17:20 | 172.16.112.149:25883 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:15:18 | 172.16.112.149:20532 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:59 | 172.16.116.44:21717 | 134.177.3.35:80 | Normal
TCP | 03/29/1999 08:52:17 | 172.16.116.194:18991 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 08:40:31 | 172.16.117.52:7973 | 205.181.112.67:80 | Normal
TCP | 03/29/1999 09:15:01 | 172.16.112.149:19698 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:52:17 | 172.16.116.194:18988 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 09:22:04 | 172.16.112.149:9001 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 12:14:24 | 172.16.113.204:11380 | 194.27.251.21:25 | Normal
TCP | 03/29/1999 09:03:19 | 172.16.112.149:16435 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:09:46 | 172.16.112.149:4382 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:10:20 | 172.16.112.149:6306 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:43:22 | 172.16.116.44:10260 | 209.185.250.103:80 | Normal
TCP | 03/29/1999 09:06:49 | 172.16.112.149:27659 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:07 | 172.16.112.149:2112 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:08:12 | 172.16.117.52:31315 | 199.95.73.149:80 | Normal
TCP | 03/29/1999 09:29:59 | 172.16.112.207:18006 | 194.27.251.21:25 | Normal
TCP | 03/29/1999 08:59:01 | 172.16.112.149:1687 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:09:18 | 172.16.112.149:3948 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:03 | 172.16.117.111:29906 | 199.94.100.2:80 | Normal
TCP | 03/29/1999 12:40:03 | 197.218.177.69:25257 | 172.16.112.100:25 | Normal
TCP | 03/29/1999 08:43:39 | 172.16.114.207:10996 | 199.95.209.99:80 | Normal
TCP | 03/29/1999 09:11:46 | 172.16.112.149:10797 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:10:45 | 196.227.33.189:4157 | 172.16.112.207:25 | Normal
TCP | 03/29/1999 09:17:53 | 172.16.112.149:27826 | 207.121.186.144:80 | Normal
UDP | 03/29/1999 08:11:56 | 172.16.112.20:1661 | 192.168.1.10:53 | Normal
TCP | 03/29/1999 09:17:26 | 172.16.112.149:26517 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:52:57 | 196.227.33.189:8266 | 172.16.112.149:25 | Normal
TCP | 03/29/1999 12:08:19 | 135.8.60.182:22326 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 08:43:19 | 172.16.112.149:9475 | 208.160.10.122:80 | Normal
TCP | 03/29/1999 08:47:20 | 172.16.116.44:13920 | 208.246.240.242:80 | Normal
TCP | 03/29/1999 12:45:15 | 172.16.113.105:17512 | 196.227.33.189:25 | Normal
TCP | 03/29/1999 08:47:00 | 172.16.113.204:13022 | 195.73.151.50:25 | Normal
TCP | 03/29/1999 08:55:02 | 172.16.114.148:21598 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 08:47:29 | 172.16.116.44:14364 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 11:47:24 | 192.5.41.239:1174 | 172.16.113.50:23 | Normal
TCP | 03/29/1999 08:59:10 | 172.16.116.194:2739 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 08:59:19 | 172.16.112.149:4172 | 207.121.184.81:80 | Normal
UDP | 03/29/1999 09:19:07 | 172.16.114.148:1093 | 192.168.1.10:53 | Normal
TCP | 03/29/1999 08:12:44 | 196.37.75.158:2105 | 172.16.113.204:25 | Normal
TCP | 03/29/1999 12:04:34 | 194.27.251.21:20617 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 09:00:39 | 172.16.112.149:8467 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 12:13:22 | 194.27.251.21:22681 | 172.16.112.207:25 | Normal
TCP | 03/29/1999 08:56:03 | 172.16.112.149:24667 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:52:33 | 172.16.114.168:19532 | 135.13.216.191:25 | Normal
TCP | 03/29/1999 08:43:39 | 172.16.114.207:11121 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 09:01:28 | 172.16.112.149:10363 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 12:10:13 | 196.37.75.158:22573 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 09:21:53 | 172.16.112.149:8330 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:42:10 | 196.227.33.189:17534 | 172.16.112.100:25 | Normal
TCP | 03/29/1999 08:55:30 | 172.16.112.149:22690 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:24:31 | 196.227.33.189:16427 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 08:00:04 | 172.16.112.194:1024 | 196.37.75.158:25 | Normal
TCP | 03/29/1999 08:01:03 | 172.16.114.169:1028 | 197.182.91.233:25 | Normal
TCP | 03/29/1999 08:34:32 | 172.16.112.149:2305 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 08:59:44 | 172.16.113.204:5143 | 194.27.251.21:25 | Normal
TCP | 03/29/1999 08:57:25 | 172.16.112.149:28714 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:24:46 | 197.218.177.69:16435 | 172.16.114.207:25 | Normal
TCP | 03/29/1999 09:00:33 | 172.16.112.149:8294 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:17:26 | 172.16.112.149:26453 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:53:58 | 172.16.112.149:20605 | 209.84.4.41:80 | Normal
TCP | 03/29/1999 12:34:03 | 194.7.248.153:24681 | 172.16.112.100:25 | Normal
TCP | 03/29/1999 09:19:34 | 172.16.112.50:32874 | 131.84.1.31:80 | Normal
TCP | 03/29/1999 09:17:42 | 172.16.112.149:27164 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:15:14 | 197.218.177.69:10314 | 172.16.112.194:25 | Normal
TCP | 03/29/1999 12:08:19 | 135.8.60.182:22262 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 08:54:15 | 172.16.117.111:21060 | 209.215.174.245:80 | Normal
TCP | 03/29/1999 09:13:03 | 172.16.112.149:14014 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:39 | 172.16.117.52:31696 | 206.152.10.38:80 | Normal
TCP | 03/29/1999 08:51:38 | 172.16.117.111:18196 | 208.209.46.36:80 | Normal
TCP | 03/29/1999 08:49:40 | 172.16.114.207:16293 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 09:11:29 | 172.16.112.149:10069 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:18:49 | 172.16.114.207:30786 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 09:18:49 | 172.16.112.149:30679 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:50:31 | 172.16.115.87:16523 | 204.71.177.168:80 | Normal
TCP | 03/29/1999 09:18:49 | 172.16.114.207:30740 | 199.172.144.24:80 | Normal
TCP | 03/29/1999 11:56:41 | 172.16.113.105:6493 | 194.7.248.153:23 | Normal
TCP | 03/29/1999 09:03:53 | 172.16.116.194:18077 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 08:57:13 | 172.16.112.149:27189 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:01:28 | 194.27.251.21:8620 | 172.16.113.204:25 | Normal
TCP | 03/29/1999 09:07:25 | 172.16.112.149:29315 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:04:18 | 172.16.116.194:18804 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 09:08:12 | 172.16.117.52:31062 | 199.95.73.149:80 | Normal
TCP | 03/29/1999 09:19:39 | 172.16.114.207:2065 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 10:15:14 | 197.218.177.69:10317 | 172.16.112.50:25 | Normal
TCP | 03/29/1999 09:10:14 | 172.16.112.149:6259 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 11:14:24 | 172.16.112.207:32667 | 135.13.216.191:25 | Normal
TCP | 03/29/1999 09:01:33 | 172.16.112.149:10539 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:21:59 | 172.16.112.149:8806 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:04:35 | 172.16.112.149:20079 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:05:30 | 172.16.112.149:23252 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:42:16 | 172.16.114.148:8677 | 135.13.216.191:25 | Normal
TCP | 03/29/1999 08:59:07 | 172.16.112.149:2076 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:18:52 | 172.16.116.44:30857 | 206.243.238.248:80 | Normal
TCP | 03/29/1999 08:52:16 | 172.16.112.207:18976 | 135.8.60.182:25 | Normal
TCP | 03/29/1999 08:36:17 | 172.16.117.52:3654 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 09:12:02 | 172.16.112.149:11560 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:20:52 | 196.37.75.158:4225 | 172.16.112.100:80 | Normal
UDP | 03/29/1999 09:39:04 | 192.168.1.90:32778 | 192.168.1.10:53 | Normal
TCP | 03/29/1999 09:06:32 | 172.16.112.149:27228 | 207.121.184.81:80 | Normal
UDP | 03/29/1999 11:43:34 | 192.168.1.90:32781 | 192.168.1.10:53 | Normal
TCP | 03/29/1999 08:55:30 | 172.16.112.149:22754 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:19:12 | 172.16.112.149:31883 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:09:18 | 172.16.112.149:4076 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:05:19 | 172.16.116.44:22648 | 134.177.3.35:80 | Normal
TCP | 03/29/1999 09:18:50 | 172.16.114.207:30808 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 09:00:18 | 172.16.116.194:7275 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 09:16:19 | 172.16.112.149:22794 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:06:22 | 172.16.116.44:26720 | 204.146.18.33:80 | Normal
TCP | 03/29/1999 10:10:15 | 195.115.218.108:9432 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 12:01:57 | 195.115.218.108:20566 | 172.16.112.50:23 | Normal
TCP | 03/29/1999 09:24:26 | 172.16.114.207:15085 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 12:12:48 | 135.8.60.182:22584 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 09:02:20 | 172.16.112.149:12439 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:19:55 | 172.16.112.149:2658 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:07:19 | 172.16.112.149:28823 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:35:17 | 172.16.117.111:2672 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 08:57:23 | 172.16.117.111:28653 | 199.94.100.2:80 | Normal
TCP | 03/29/1999 09:23:06 | 172.16.112.149:11374 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:47:26 | 172.16.115.87:13981 | 199.95.209.99:80 | Normal
TCP | 03/29/1999 09:04:02 | 172.16.112.149:18528 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:59:24 | 172.16.112.149:4219 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:50:44 | 172.16.117.111:16857 | 208.209.46.36:80 | Normal
TCP | 03/29/1999 09:00:38 | 172.16.112.149:8318 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:28 | 172.16.112.149:10402 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:09:23 | 172.16.112.149:4124 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:43:35 | 172.16.116.44:10867 | 209.185.250.103:80 | Normal
TCP | 03/29/1999 09:10:48 | 172.16.112.149:7944 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:07:14 | 172.16.112.149:28787 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:56:58 | 194.7.248.153:19920 | 172.16.114.168:25 | Normal
TCP | 03/29/1999 09:23:12 | 172.16.112.149:11443 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:07 | 172.16.114.148:2131 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 09:04:02 | 172.16.112.149:18484 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:36:15 | 172.16.112.149:3327 | 209.67.228.53:80 | Normal
TCP | 03/29/1999 09:01:01 | 172.16.112.149:9334 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:08:43 | 172.16.117.52:2161 | 199.95.73.149:80 | Normal
TCP | 03/29/1999 09:14:23 | 172.16.112.149:18301 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:55:30 | 172.16.112.149:22818 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:10:06 | 172.16.116.44:5396 | 206.62.132.69:80 | Normal
TCP | 03/29/1999 09:12:24 | 172.16.117.52:12353 | 206.64.4.109:80 | Normal
TCP | 03/29/1999 10:47:41 | 194.27.251.21:12954 | 172.16.113.204:25 | Normal
TCP | 03/29/1999 08:43:30 | 172.16.114.207:10568 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:02:31 | 172.16.116.44:13116 | 207.25.71.142:80 | Normal
TCP | 03/29/1999 08:47:10 | 172.16.112.100:3903 | 207.51.18.105:80 | Normal
TCP | 03/29/1999 09:20:12 | 172.16.112.149:3783 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:12:12 | 172.16.112.149:12078 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:32 | 172.16.112.149:27200 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:13:04 | 172.16.112.149:14339 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:17:10 | 172.16.112.149:25437 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:48:08 | 172.16.117.52:14857 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 08:57:08 | 172.16.112.149:26923 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:13:04 | 172.16.114.148:14348 | 204.71.200.203:80 | Normal
TCP | 03/29/1999 08:46:13 | 172.16.115.87:12547 | 199.95.209.99:80 | Normal
TCP | 03/29/1999 08:48:22 | 172.16.116.44:15395 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 08:59:20 | 172.16.116.44:4194 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:00:55 | 172.16.112.149:9270 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:23:51 | 172.16.112.149:13130 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:19:50 | 172.16.112.149:2594 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:09 | 172.16.116.194:2575 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 11:59:42 | 196.37.75.158:20548 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 09:25:03 | 172.16.112.149:16927 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:15:13 | 172.16.112.149:20510 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:16:52 | 172.16.114.207:24638 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 08:42:26 | 172.16.112.149:9056 | 152.163.210.24:80 | Normal
TCP | 03/29/1999 09:05:31 | 172.16.112.149:23621 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:59 | 172.16.116.44:21712 | 134.177.3.35:80 | Normal
TCP | 03/29/1999 09:02:06 | 172.16.112.149:12372 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:28:02 | 172.16.114.148:25683 | 196.227.33.189:25 | Normal
TCP | 03/29/1999 09:05:49 | 172.16.116.194:24649 | 205.168.248.10:80 | Normal
TCP | 03/29/1999 09:24:02 | 172.16.112.149:13458 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:04:00 | 172.16.114.148:1193 | 195.115.218.108:25 | Normal
