TCP | 03/30/1999 11:47:22 | 196.227.33.189:15394 | 172.16.112.100:21 | 31.26
TCP | 03/30/1999 08:54:23 | 172.16.114.207:8749 | 197.182.91.233:25 | 17.97
TCP | 03/30/1999 11:57:23 | 196.227.33.189:16449 | 172.16.112.100:25 | 62.45
TCP | 03/30/1999 13:16:52 | 195.115.218.108:25715 | 172.16.112.194:25 | 21.08
TCP | 03/30/1999 10:27:12 | 172.16.112.50:32896 | 194.27.251.21:25 | 21.1
TCP | 03/30/1999 15:47:37 | 135.8.60.182:13428 | 172.16.112.194:25 | 20.94
TCP | 03/30/1999 09:41:31 | 172.16.113.84:27116 | 197.218.177.69:25 | 18.48
TCP | 03/30/1999 08:48:31 | 194.7.248.153:2751 | 172.16.112.194:25 | 18.67
TCP | 03/30/1999 11:33:35 | 135.13.216.191:14396 | 172.16.114.207:25 | 21.99
TCP | 03/30/1999 13:17:25 | 196.37.75.158:25738 | 172.16.113.84:25 | 18.0
TCP | 03/30/1999 15:53:29 | 194.27.251.21:3464 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:55:03 | 194.27.251.21:4234 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:22:39 | 195.73.151.50:10794 | 172.16.112.194:25 | 22.61
TCP | 03/30/1999 10:16:41 | 172.16.113.84:27655 | 197.182.91.233:25 | 24.08
TCP | 03/30/1999 11:01:51 | 197.182.91.233:11598 | 172.16.112.100:25 | 24.11
TCP | 03/30/1999 13:40:24 | 197.218.177.69:26970 | 172.16.113.84:25 | 21.88
TCP | 03/30/1999 14:03:07 | 195.115.218.108:30577 | 172.16.113.50:25 | 19.74
TCP | 03/30/1999 09:44:27 | 194.7.248.153:7581 | 172.16.113.84:25 | 13.94
TCP | 03/30/1999 14:45:15 | 172.16.114.168:21588 | 197.218.177.69:25 | 21.63
TCP | 03/30/1999 15:53:11 | 194.27.251.21:3150 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:39:11 | 197.182.91.233:12368 | 172.16.113.84:25 | 27.48
TCP | 03/30/1999 08:37:14 | 172.16.112.149:4732 | 197.182.91.233:25 | 14.84
TCP | 03/30/1999 12:33:10 | 195.73.151.50:20876 | 172.16.113.84:25 | 14.89
TCP | 03/30/1999 11:20:45 | 135.13.216.191:13580 | 172.16.112.50:25 | 118.87
TCP | 03/30/1999 09:18:45 | 195.73.151.50:4252 | 172.16.114.207:25 | 15.29
TCP | 03/30/1999 08:37:31 | 194.7.248.153:2189 | 172.16.112.100:25 | 20.96
TCP | 03/30/1999 15:51:34 | 194.27.251.21:2127 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:26:35 | 172.16.112.149:4449 | 197.182.91.233:25 | 21.8
TCP | 03/30/1999 13:31:23 | 195.73.151.50:26715 | 172.16.112.50:25 | 14.94
TCP | 03/30/1999 12:28:24 | 135.13.216.191:20408 | 172.16.112.194:25 | 20.04
TCP | 03/30/1999 15:51:18 | 194.27.251.21:2067 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 13:23:58 | 194.27.251.21:26642 | 172.16.112.100:25 | 16.71
TCP | 03/30/1999 09:18:54 | 197.218.177.69:4320 | 172.16.112.194:25 | 18.85
TCP | 03/30/1999 14:59:59 | 195.115.218.108:7846 | 172.16.112.100:25 | 21.88
TCP | 03/30/1999 08:28:36 | 172.16.112.194:4492 | 197.182.91.233:25 | 23.36
TCP | 03/30/1999 08:20:11 | 194.27.251.21:2004 | 172.16.113.84:25 | 13.33
TCP | 03/30/1999 15:54:58 | 194.27.251.21:4226 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 13:04:10 | 172.16.114.148:4088 | 194.27.251.21:25 | 21.88
TCP | 03/30/1999 13:53:20 | 197.182.91.233:28769 | 172.16.112.194:25 | 20.23
TCP | 03/30/1999 15:54:34 | 194.27.251.21:4195 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:55:00 | 194.27.251.21:4231 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 08:17:53 | 172.16.113.204:3147 | 194.27.251.21:25 | 19.6
TCP | 03/30/1999 15:53:02 | 194.7.248.153:13885 | 172.16.112.100:25 | 20.59
TCP | 03/30/1999 11:02:28 | 196.227.33.189:11655 | 172.16.113.84:25 | 14.94
TCP | 03/30/1999 09:59:48 | 172.16.113.204:15464 | 194.27.251.21:25 | 18.97
TCP | 03/30/1999 13:32:50 | 172.16.112.50:33085 | 197.182.91.233:25 | 22.14
TCP | 03/30/1999 14:34:24 | 172.16.112.207:31442 | 194.27.251.21:25 | 23.57
TCP | 03/30/1999 15:52:00 | 194.27.251.21:2582 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:52:21 | 194.27.251.21:3075 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 13:10:29 | 197.182.91.233:24660 | 172.16.114.207:25 | 18.41
TCP | 03/30/1999 13:53:57 | 172.16.113.84:13476 | 197.218.177.69:25 | 12.04
TCP | 03/30/1999 08:23:54 | 196.227.33.189:2075 | 172.16.112.100:25 | 18.23
TCP | 03/30/1999 08:12:25 | 195.115.218.108:1489 | 172.16.113.50:25 | 19.59
TCP | 03/30/1999 13:54:07 | 172.16.113.204:13558 | 194.27.251.21:25 | 15.17
TCP | 03/30/1999 09:40:48 | 195.115.218.108:7276 | 172.16.112.194:25 | 64.89
TCP | 03/30/1999 15:51:20 | 194.27.251.21:2074 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 13:19:23 | 194.7.248.153:26004 | 172.16.112.50:25 | 18.26
TCP | 03/30/1999 09:40:14 | 195.73.151.50:6994 | 172.16.112.100:25 | 21.04
TCP | 03/30/1999 14:13:20 | 195.115.218.108:32346 | 172.16.113.84:25 | 18.8
TCP | 03/30/1999 11:56:19 | 196.227.33.189:16263 | 172.16.114.207:25 | 383.09
TCP | 03/30/1999 12:36:10 | 197.218.177.69:1307 | 172.16.114.207:25 | 22.26
TCP | 03/30/1999 08:55:10 | 197.182.91.233:2866 | 172.16.112.100:25 | 17.78
TCP | 03/30/1999 15:51:19 | 194.27.251.21:2075 | 172.16.112.194:25 | 26.42
TCP | 03/30/1999 15:53:38 | 194.27.251.21:3665 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 12:31:18 | 194.7.248.153:20569 | 172.16.114.207:25 | 118.53
TCP | 03/30/1999 10:31:41 | 194.27.251.21:10816 | 172.16.113.50:25 | 23.27
TCP | 03/30/1999 15:52:32 | 194.27.251.21:3138 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 08:48:32 | 194.7.248.153:2766 | 172.16.112.50:25 | 17.5
TCP | 03/30/1999 15:55:22 | 194.27.251.21:4258 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:36:55 | 195.73.151.50:14869 | 172.16.112.100:25 | 36.51
TCP | 03/30/1999 13:45:08 | 196.227.33.189:27864 | 172.16.112.100:25 | 17.35
TCP | 03/30/1999 13:18:54 | 172.16.114.169:21531 | 197.218.177.69:25 | 17.24
TCP | 03/30/1999 12:30:40 | 197.218.177.69:1169 | 172.16.113.84:25 | 26.76
TCP | 03/30/1999 15:54:14 | 194.27.251.21:4176 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:53:32 | 194.27.251.21:3600 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 09:26:35 | 194.27.251.21:6184 | 172.16.114.207:25 | 20.79
TCP | 03/30/1999 15:23:53 | 172.16.114.168:16279 | 194.27.251.21:25 | 23.37
TCP | 03/30/1999 08:48:46 | 197.182.91.233:2791 | 172.16.112.100:25 | 52.23
TCP | 03/30/1999 11:09:40 | 197.182.91.233:12377 | 172.16.112.100:25 | 21.97
TCP | 03/30/1999 13:52:24 | 196.227.33.189:28746 | 172.16.113.84:25 | 20.98
TCP | 03/30/1999 11:20:37 | 135.13.216.191:13494 | 172.16.114.50:25 | 28.81
TCP | 03/30/1999 15:51:32 | 194.27.251.21:2124 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 08:03:01 | 135.13.216.191:1108 | 172.16.112.50:25 | 18.04
TCP | 03/30/1999 15:55:10 | 194.27.251.21:4245 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:08:11 | 194.7.248.153:8467 | 172.16.112.100:25 | 16.71
TCP | 03/30/1999 12:11:29 | 197.218.177.69:17123 | 172.16.112.50:25 | 16.93
TCP | 03/30/1999 12:19:52 | 172.16.112.149:15147 | 194.27.251.21:25 | 17.01
TCP | 03/30/1999 09:34:17 | 196.227.33.189:6803 | 172.16.114.207:25 | 21.99
TCP | 03/30/1999 09:45:12 | 172.16.112.194:29811 | 194.27.251.21:25 | 20.03
TCP | 03/30/1999 15:45:09 | 195.73.151.50:12847 | 172.16.112.50:25 | 18.02
TCP | 03/30/1999 15:54:50 | 172.16.112.207:5127 | 197.218.177.69:25 | 24.31
TCP | 03/30/1999 15:52:26 | 194.27.251.21:3080 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:34:36 | 172.16.112.20:10215 | 194.27.251.21:25 | 18.59
TCP | 03/30/1999 08:04:44 | 196.227.33.189:1204 | 172.16.114.207:25 | 20.92
TCP | 03/30/1999 15:54:46 | 194.27.251.21:4212 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:23:07 | 194.27.251.21:10308 | 172.16.112.50:25 | 20.67
TCP | 03/30/1999 12:44:06 | 196.227.33.189:22678 | 172.16.114.207:25 | 366.62
TCP | 03/30/1999 12:29:10 | 135.13.216.191:20472 | 172.16.114.207:25 | 15.12
TCP | 03/30/1999 08:17:56 | 172.16.113.204:3202 | 197.218.177.69:25 | 18.9
TCP | 03/30/1999 09:36:36 | 196.37.75.158:6930 | 172.16.112.100:25 | 22.08
TCP | 03/30/1999 15:55:36 | 194.27.251.21:4465 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:51:44 | 194.27.251.21:2189 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 09:46:25 | 135.13.216.191:8242 | 172.16.113.84:25 | 21.52
TCP | 03/30/1999 08:13:24 | 135.8.60.182:1054 | 172.16.114.207:25 | 50.11
TCP | 03/30/1999 11:20:51 | 135.13.216.191:13581 | 172.16.113.84:25 | 122.49
TCP | 03/30/1999 08:16:35 | 195.115.218.108:1810 | 172.16.114.207:25 | 23.02
TCP | 03/30/1999 15:55:09 | 194.27.251.21:4244 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:43:35 | 172.16.114.168:15320 | 194.27.251.21:25 | 16.51
TCP | 03/30/1999 15:51:59 | 194.27.251.21:2513 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 08:04:48 | 194.7.248.153:1205 | 172.16.113.84:25 | 20.11
TCP | 03/30/1999 10:17:22 | 172.16.113.105:28746 | 194.27.251.21:25 | 17.1
TCP | 03/30/1999 14:38:30 | 196.227.33.189:4251 | 172.16.113.50:25 | 28.57
TCP | 03/30/1999 10:31:40 | 194.27.251.21:10814 | 172.16.112.194:25 | 23.73
TCP | 03/30/1999 13:04:17 | 194.7.248.153:24455 | 172.16.112.100:25 | 23.72
TCP | 03/30/1999 15:53:43 | 194.27.251.21:3853 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 08:28:57 | 195.115.218.108:2113 | 172.16.112.100:25 | 15.57
TCP | 03/30/1999 08:35:13 | 172.16.112.194:4703 | 197.218.177.69:25 | 19.06
TCP | 03/30/1999 15:16:14 | 135.13.216.191:9842 | 172.16.112.100:25 | 14.57
TCP | 03/30/1999 09:42:51 | 172.16.114.169:27906 | 197.218.177.69:25 | 24.12
TCP | 03/30/1999 08:39:29 | 197.218.177.69:2319 | 172.16.113.84:25 | 15.34
TCP | 03/30/1999 11:08:22 | 196.37.75.158:12359 | 172.16.113.50:25 | 19.32
TCP | 03/30/1999 15:31:56 | 194.27.251.21:11969 | 172.16.112.50:25 | 302.85
TCP | 03/30/1999 15:54:04 | 194.27.251.21:4163 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:08:17 | 135.8.60.182:31238 | 172.16.113.84:25 | 16.36
TCP | 03/30/1999 09:40:20 | 135.13.216.191:7087 | 172.16.112.50:25 | 14.55
TCP | 03/30/1999 09:13:16 | 194.7.248.153:4223 | 172.16.114.207:25 | 15.42
TCP | 03/30/1999 12:13:33 | 196.227.33.189:17586 | 172.16.112.100:25 | 26.08
TCP | 03/30/1999 10:23:07 | 194.27.251.21:10305 | 172.16.114.207:25 | 20.39
TCP | 03/30/1999 15:55:38 | 194.27.251.21:4528 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:39:28 | 172.16.114.148:10299 | 194.27.251.21:25 | 16.83
TCP | 03/30/1999 12:12:26 | 135.13.216.191:17495 | 172.16.112.100:25 | 19.99
TCP | 03/30/1999 14:07:03 | 194.7.248.153:30748 | 172.16.112.100:25 | 15.39
TCP | 03/30/1999 15:51:31 | 194.27.251.21:2123 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:46:35 | 194.27.251.21:13135 | 172.16.112.100:25 | 25.01
TCP | 03/30/1999 10:12:52 | 194.27.251.21:9671 | 172.16.112.100:25 | 20.92
TCP | 03/30/1999 15:12:57 | 135.13.216.191:9347 | 172.16.112.194:25 | 15.59
TCP | 03/30/1999 12:12:28 | 194.27.251.21:17490 | 172.16.114.207:25 | 18.93
TCP | 03/30/1999 14:40:39 | 172.16.114.207:12867 | 197.182.91.233:25 | 22.34
TCP | 03/30/1999 15:55:23 | 194.27.251.21:4259 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:09:40 | 172.16.114.169:24627 | 197.182.91.233:25 | 15.92
TCP | 03/30/1999 13:11:23 | 172.16.114.169:15006 | 197.218.177.69:25 | 17.36
TCP | 03/30/1999 12:57:23 | 194.27.251.21:23715 | 172.16.113.50:25 | 13.99
TCP | 03/30/1999 10:19:13 | 194.7.248.153:9835 | 172.16.112.100:25 | 58.99
TCP | 03/30/1999 15:54:20 | 194.27.251.21:4182 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 12:17:42 | 135.13.216.191:18512 | 172.16.112.100:25 | 73.78
TCP | 03/30/1999 13:45:51 | 196.227.33.189:27922 | 172.16.112.100:25 | 17.79
TCP | 03/30/1999 11:08:51 | 197.218.177.69:12363 | 172.16.112.100:25 | 15.56
TCP | 03/30/1999 15:54:54 | 194.7.248.153:14420 | 172.16.112.100:25 | 20.8
TCP | 03/30/1999 12:12:22 | 172.16.113.204:8803 | 197.218.177.69:25 | 23.06
TCP | 03/30/1999 15:53:30 | 194.27.251.21:3528 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 12:36:08 | 172.16.114.207:1427 | 197.218.177.69:25 | 21.96
TCP | 03/30/1999 09:21:51 | 172.16.112.194:6162 | 197.218.177.69:25 | 20.61
TCP | 03/30/1999 08:12:39 | 172.16.114.148:2140 | 194.27.251.21:25 | 20.95
TCP | 03/30/1999 14:13:13 | 172.16.114.207:6700 | 197.218.177.69:25 | 61.62
TCP | 03/30/1999 12:50:33 | 172.16.114.169:16479 | 197.218.177.69:25 | 18.81
TCP | 03/30/1999 10:31:40 | 194.27.251.21:10815 | 172.16.112.50:25 | 23.3
TCP | 03/30/1999 13:31:23 | 195.73.151.50:26714 | 172.16.113.50:25 | 15.07
TCP | 03/30/1999 15:54:59 | 194.27.251.21:4227 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:44:39 | 172.16.112.207:20552 | 197.218.177.69:25 | 22.76
TCP | 03/30/1999 08:23:11 | 197.182.91.233:2072 | 172.16.114.207:25 | 20.52
TCP | 03/30/1999 08:20:24 | 196.227.33.189:2064 | 172.16.112.194:25 | 14.68
TCP | 03/30/1999 14:35:03 | 194.7.248.153:3672 | 172.16.112.100:25 | 17.93
TCP | 03/30/1999 10:16:53 | 172.16.113.84:28231 | 197.218.177.69:25 | 19.77
TCP | 03/30/1999 11:47:16 | 195.115.218.108:15313 | 172.16.112.194:25 | 24.47
TCP | 03/30/1999 15:13:34 | 197.182.91.233:9559 | 172.16.112.50:25 | 16.55
TCP | 03/30/1999 15:54:33 | 194.27.251.21:4194 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 08:02:44 | 194.7.248.153:1052 | 172.16.112.100:25 | 16.23
TCP | 03/30/1999 08:04:30 | 172.16.113.84:1170 | 194.27.251.21:25 | 15.17
TCP | 03/30/1999 13:05:44 | 172.16.114.169:5173 | 194.27.251.21:25 | 14.91
TCP | 03/30/1999 10:59:25 | 196.227.33.189:11589 | 172.16.112.194:25 | 24.27
TCP | 03/30/1999 10:10:11 | 195.73.151.50:9455 | 172.16.112.100:25 | 23.25
TCP | 03/30/1999 15:20:22 | 197.182.91.233:10512 | 172.16.112.100:25 | 14.28
TCP | 03/30/1999 09:28:16 | 194.27.251.21:6196 | 172.16.112.194:25 | 17.14
TCP | 03/30/1999 15:48:23 | 135.8.60.182:13433 | 172.16.112.100:25 | 19.72
TCP | 03/30/1999 10:00:23 | 172.16.113.204:16426 | 197.182.91.233:25 | 23.98
TCP | 03/30/1999 08:58:51 | 196.37.75.158:3203 | 172.16.112.100:25 | 21.82
TCP | 03/30/1999 15:54:35 | 194.27.251.21:4196 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:25:28 | 197.182.91.233:10361 | 172.16.112.100:25 | 22.01
TCP | 03/30/1999 08:33:59 | 197.182.91.233:2132 | 172.16.112.194:25 | 295.63
TCP | 03/30/1999 15:47:11 | 172.16.112.149:3652 | 194.27.251.21:25 | 20.54
TCP | 03/30/1999 09:36:25 | 172.16.113.84:20571 | 194.27.251.21:25 | 17.77
TCP | 03/30/1999 15:54:45 | 194.27.251.21:4211 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 08:49:34 | 197.182.91.233:2797 | 172.16.112.194:25 | 17.57
TCP | 03/30/1999 14:07:48 | 194.7.248.153:30836 | 172.16.112.50:25 | 17.54
TCP | 03/30/1999 15:54:05 | 194.27.251.21:4164 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:52:07 | 194.27.251.21:2639 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:58:41 | 195.73.151.50:7720 | 172.16.114.207:25 | 19.68
TCP | 03/30/1999 12:30:32 | 172.16.112.194:28762 | 197.218.177.69:25 | 14.99
TCP | 03/30/1999 12:30:04 | 172.16.114.168:27723 | 194.27.251.21:25 | 19.16
TCP | 03/30/1999 11:32:28 | 197.218.177.69:14344 | 172.16.112.100:25 | 23.28
TCP | 03/30/1999 12:44:24 | 172.16.112.149:10761 | 197.182.91.233:25 | 20.27
TCP | 03/30/1999 15:55:40 | 194.27.251.21:4601 | 172.16.114.207:25 | 38.08
TCP | 03/30/1999 13:00:48 | 195.115.218.108:24271 | 172.16.112.100:25 | 14.88
TCP | 03/30/1999 13:35:39 | 172.16.112.194:15653 | 197.182.91.233:25 | 21.58
TCP | 03/30/1999 15:54:36 | 194.27.251.21:4200 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:53:25 | 194.27.251.21:3338 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:20:51 | 135.13.216.191:13582 | 172.16.114.50:25 | 111.67
TCP | 03/30/1999 11:08:22 | 135.13.216.191:12358 | 172.16.112.100:25 | 16.72
TCP | 03/30/1999 15:53:42 | 194.27.251.21:3790 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:43:48 | 195.73.151.50:4886 | 172.16.112.100:25 | 22.46
TCP | 03/30/1999 15:30:08 | 172.16.114.168:24851 | 194.27.251.21:25 | 15.04
TCP | 03/30/1999 15:51:33 | 194.27.251.21:2125 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 09:22:08 | 172.16.114.169:7057 | 197.182.91.233:25 | 18.7
TCP | 03/30/1999 08:28:21 | 194.27.251.21:2076 | 172.16.112.100:25 | 25.0
TCP | 03/30/1999 13:36:52 | 172.16.113.105:16005 | 194.27.251.21:25 | 23.78
TCP | 03/30/1999 10:08:04 | 197.182.91.233:9291 | 172.16.112.100:25 | 21.95
TCP | 03/30/1999 12:31:23 | 194.7.248.153:20584 | 172.16.112.50:25 | 115.32
TCP | 03/30/1999 13:29:44 | 135.13.216.191:26652 | 172.16.114.207:25 | 20.34
TCP | 03/30/1999 12:19:46 | 135.8.60.182:19552 | 172.16.113.50:25 | 16.77
TCP | 03/30/1999 15:55:01 | 194.27.251.21:4232 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:55:21 | 194.27.251.21:4257 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 08:23:43 | 172.16.114.148:3521 | 197.182.91.233:25 | 18.45
TCP | 03/30/1999 15:17:31 | 172.16.112.149:8405 | 197.182.91.233:25 | 23.71
TCP | 03/30/1999 11:11:36 | 172.16.112.207:11335 | 197.218.177.69:25 | 23.42
TCP | 03/30/1999 13:40:15 | 197.182.91.233:26963 | 172.16.112.194:25 | 16.06
TCP | 03/30/1999 15:53:49 | 194.27.251.21:4044 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:49:31 | 194.7.248.153:15582 | 172.16.112.50:25 | 97.03
TCP | 03/30/1999 13:23:40 | 195.73.151.50:26639 | 172.16.112.100:25 | 18.86
TCP | 03/30/1999 12:30:56 | 194.27.251.21:20546 | 172.16.112.100:25 | 22.66
TCP | 03/30/1999 14:34:28 | 135.13.216.191:3537 | 172.16.112.100:25 | 18.19
TCP | 03/30/1999 08:38:44 | 172.16.112.194:4874 | 197.182.91.233:25 | 14.75
TCP | 03/30/1999 10:36:13 | 197.182.91.233:10889 | 172.16.112.100:25 | 19.16
TCP | 03/30/1999 11:41:40 | 135.13.216.191:15037 | 172.16.114.50:25 | 21.76
TCP | 03/30/1999 15:53:18 | 194.27.251.21:3206 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:45:49 | 196.37.75.158:12985 | 172.16.112.100:25 | 24.62
TCP | 03/30/1999 12:16:10 | 196.227.33.189:17973 | 172.16.113.84:25 | 23.69
TCP | 03/30/1999 15:53:44 | 194.27.251.21:3854 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:09:59 | 172.16.112.149:24644 | 197.182.91.233:25 | 37.92
TCP | 03/30/1999 11:56:25 | 195.115.218.108:16327 | 172.16.113.84:25 | 14.68
TCP | 03/30/1999 14:13:26 | 195.115.218.108:32470 | 172.16.114.207:25 | 19.31
TCP | 03/30/1999 15:12:48 | 135.13.216.191:9346 | 172.16.112.100:25 | 20.9
TCP | 03/30/1999 14:20:56 | 172.16.113.84:16521 | 197.218.177.69:25 | 23.59
TCP | 03/30/1999 08:03:02 | 135.13.216.191:1109 | 172.16.113.50:25 | 17.42
TCP | 03/30/1999 15:31:58 | 194.27.251.21:12028 | 172.16.114.50:25 | 295.39
TCP | 03/30/1999 14:38:32 | 135.13.216.191:4255 | 172.16.114.207:25 | 14.87
TCP | 03/30/1999 14:48:24 | 196.37.75.158:6191 | 172.16.112.100:25 | 22.14
TCP | 03/30/1999 08:53:08 | 172.16.113.84:8269 | 197.218.177.69:25 | 35.45
TCP | 03/30/1999 14:11:26 | 197.182.91.233:31865 | 172.16.112.50:25 | 44.12
TCP | 03/30/1999 13:11:21 | 194.7.248.153:24682 | 172.16.112.50:25 | 19.23
TCP | 03/30/1999 15:54:19 | 194.27.251.21:4181 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 09:21:02 | 197.218.177.69:4551 | 172.16.112.100:25 | 55.83
TCP | 03/30/1999 08:54:44 | 135.13.216.191:2804 | 172.16.112.100:25 | 19.74
TCP | 03/30/1999 08:02:14 | 195.73.151.50:1026 | 172.16.114.207:25 | 24.58
TCP | 03/30/1999 08:59:24 | 135.8.60.182:3334 | 172.16.112.100:25 | 22.41
TCP | 03/30/1999 14:53:55 | 172.16.112.207:8491 | 197.182.91.233:25 | 43.05
TCP | 03/30/1999 15:47:44 | 172.16.112.149:3846 | 197.182.91.233:25 | 22.76
TCP | 03/30/1999 15:27:35 | 195.73.151.50:11397 | 172.16.112.194:25 | 16.85
TCP | 03/30/1999 14:22:23 | 197.182.91.233:2072 | 172.16.112.194:25 | 24.4
TCP | 03/30/1999 15:46:06 | 172.16.113.204:3256 | 197.182.91.233:25 | 19.45
TCP | 03/30/1999 15:53:45 | 194.27.251.21:3917 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:52:36 | 194.27.251.21:3143 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 08:59:30 | 194.27.251.21:3406 | 172.16.113.50:25 | 21.78
TCP | 03/30/1999 08:59:28 | 194.27.251.21:3342 | 172.16.113.84:25 | 21.82
TCP | 03/30/1999 12:18:38 | 172.16.114.148:14397 | 197.218.177.69:25 | 16.86
TCP | 03/30/1999 11:08:22 | 196.37.75.158:12356 | 172.16.112.194:25 | 19.33
TCP | 03/30/1999 11:51:36 | 197.182.91.233:15644 | 172.16.112.50:25 | 15.02
TCP | 03/30/1999 10:06:00 | 197.182.91.233:9268 | 172.16.112.100:25 | 22.25
TCP | 03/30/1999 13:17:34 | 195.115.218.108:25794 | 172.16.113.84:25 | 49.99
TCP | 03/30/1999 13:11:13 | 194.7.248.153:24676 | 172.16.113.84:25 | 18.94
TCP | 03/30/1999 12:11:28 | 197.218.177.69:17121 | 172.16.114.207:25 | 16.95
TCP | 03/30/1999 10:21:53 | 194.7.248.153:9965 | 172.16.113.84:25 | 15.8
TCP | 03/30/1999 09:46:31 | 135.13.216.191:8249 | 172.16.112.194:25 | 21.71
TCP | 03/30/1999 15:24:50 | 172.16.112.194:18178 | 197.218.177.69:25 | 21.71
TCP | 03/30/1999 09:55:35 | 196.227.33.189:8316 | 172.16.112.100:25 | 15.49
TCP | 03/30/1999 15:55:40 | 194.27.251.21:4671 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:55:16 | 194.27.251.21:4250 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:52:20 | 194.27.251.21:3074 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:51:43 | 194.27.251.21:2188 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 12:28:17 | 135.13.216.191:20220 | 172.16.114.50:25 | 20.37
TCP | 03/30/1999 15:27:25 | 197.182.91.233:11394 | 172.16.112.100:25 | 16.55
TCP | 03/30/1999 14:03:52 | 195.73.151.50:30737 | 172.16.114.50:25 | 24.44
TCP | 03/30/1999 15:51:30 | 194.27.251.21:2122 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:29:12 | 194.27.251.21:14143 | 172.16.112.100:25 | 24.96
TCP | 03/30/1999 15:56:34 | 135.8.60.182:14494 | 172.16.114.207:25 | 31.09
TCP | 03/30/1999 15:55:35 | 194.27.251.21:4402 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:13:03 | 195.115.218.108:32285 | 172.16.112.100:25 | 17.67
TCP | 03/30/1999 15:51:38 | 194.27.251.21:2131 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 12:32:50 | 194.7.248.153:20811 | 172.16.113.50:25 | 108.47
TCP | 03/30/1999 12:55:33 | 172.16.113.204:22589 | 197.218.177.69:25 | 16.48
TCP | 03/30/1999 15:51:58 | 194.7.248.153:13638 | 172.16.112.100:25 | 19.69
TCP | 03/30/1999 15:55:33 | 194.27.251.21:4338 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 13:04:07 | 172.16.114.168:4024 | 197.218.177.69:25 | 33.87
TCP | 03/30/1999 10:34:38 | 172.16.114.169:10298 | 197.182.91.233:25 | 65.05
TCP | 03/30/1999 11:07:20 | 196.227.33.189:12224 | 172.16.114.50:25 | 17.25
TCP | 03/30/1999 15:33:52 | 195.73.151.50:12306 | 172.16.114.207:25 | 16.48
